id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:plant number (from tag or map),field:plant health condition,field:foliage - insect feeding,field:foliage - deformation,field:foliage health comments,field:woody tissue -  structural damage,field:woody tissue - signs of disease,field:woody tissue - insect activity,field:woody tissue - symptoms,field:woody tissues health comments,field:root collar - signs of disease,field:root collar health comments,field:critical root zone (within canopy drip line) - damage or concerns,field:other abnormalities comments,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:dieback percent,field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:number of additional unhealthy trees (of same species) in area (within sight),field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:optional - signs of sap sucker feeding?,field:optional - tree size,field:optional - what 'other factors' were observed?,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:percent canopy affected (%),field:powdery mildew - percent coverage,field:powdery mildew?,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health condition,field:tree health issue,field:tree height total (ft),field:tree number,field:tree number (from google map) if applicable,field:urban tree health condition
373015652,77075a8f-14a3-4bdd-9ae1-23ff337fb502,2026-06-18 11:52:35-07:00,2026-06-18,2026-06-18 18:52:35 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-18 19:00:06 UTC,2026-06-18 23:16:40 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/373015652,https://inaturalist-open-data.s3.amazonaws.com/photos/681777823/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465274606,-122.3881025849,2,,,,2,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,POT 28-6,Poor,None,Low,Slight discoloration of foliage,Cracking,Split Bark,Exit/Entry Holes,Bark Loss,A lot of cracking near bottom of tree. There is also frass within the entry/exit holes,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374198697,9de99f11-36ac-4388-9a2c-4e719c745db3,2026-06-18 12:01:16-07:00,2026-06-18,2026-06-18 19:01:16 UTC,Pacific Time (US & Canada),10562870,alexandradiaz,,2026-06-22 04:57:56 UTC,2026-06-22 04:58:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374198697,https://inaturalist-open-data.s3.amazonaws.com/photos/683937144/medium.jpg,,"","",0,0,true,3,"Port of Tacoma Rd, Tacoma, WA, US",47.2465783333,-122.3881133333,5,,,,5,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,"",Thuja plicata,western redcedar,Plantae,48252,POT 28-4,Poor,None,None,"",Cracking,Lesions,Exit/Entry Holes,Excess Pitch or Sap,Large wounds found parasitic wasp around lesion,None,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374643791,eeaf57b2-85af-45b3-b24e-9e955b918ccd,2026-06-23 09:26:52,2026-06-23,2026-06-23 16:26:52 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 16:32:18 UTC,2026-06-23 18:57:00 UTC,casual,,https://www.inaturalist.org/observations/374643791,https://static.inaturalist.org/photos/684798590/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1931516667,-122.3279666667,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,Shore Pine,Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 22-1,Good,None,Low,Light yellowing,Other,None,Exit/Entry Holes,Excess Pitch or Sap,"",Girdling,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374645149,a480afcd-7882-411e-a0b6-2584633f8f90,2026-06-23 09:35:19-07:00,2026-06-23,2026-06-23 16:35:19 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 16:37:30 UTC,2026-06-23 16:40:49 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374645149,https://inaturalist-open-data.s3.amazonaws.com/photos/684801438/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1930851568,-122.3279374366,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,WSUP 26-1,Fair,None,Low,Light discoloration,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374646076,a4a9e26d-4ea6-494f-b46b-7f662ae02e15,2026-06-23 09:38:59-07:00,2026-06-23,2026-06-23 16:38:59 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 16:41:05 UTC,2026-06-23 16:45:38 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374646076,https://inaturalist-open-data.s3.amazonaws.com/photos/684803479/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930542907,-122.3279801409,8,,,,8,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,WSUP 26-2,Poor,None,Medium,Nearly half of foliage discolored,Other,Split Bark,None,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374647005,54931c63-093d-4962-9cdd-0d11dc194a67,2026-06-23 09:41:30-07:00,2026-06-23,2026-06-23 16:41:30 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 16:44:38 UTC,2026-06-23 16:53:25 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374647005,https://inaturalist-open-data.s3.amazonaws.com/photos/684805169/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930486894,-122.3279658848,8,,,,8,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,WSUP 26-3,Poor,Other,Medium,Seems an insect is using foliage as a habitat.,Cracking,None,None,Epicormic shoots,Epicormic shoots near bottom. Several branches cracked,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374649454,cf462612-2749-4655-be24-48f6051e2680,2026-06-23 09:45:12-07:00,2026-06-23,2026-06-23 16:45:12 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 16:50:50 UTC,2026-06-23 16:59:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374649454,https://inaturalist-open-data.s3.amazonaws.com/photos/684809061/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930425348,-122.3280144949,8,,,,8,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,WSUP 26-4,Fair,None,Low,Slight discoloration,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374650306,e8cfa5a6-d968-4ce7-8448-2e801b5d7644,2026-06-23 09:47:56-07:00,2026-06-23,2026-06-23 16:47:56 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 16:53:04 UTC,2026-06-23 17:00:46 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374650306,https://inaturalist-open-data.s3.amazonaws.com/photos/684809914/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1930467776,-122.3279844582,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,WSUP 26-5,Poor,None,Medium,Discoloration on breaking/broken branches,Cracking,Lesions,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374651276,c6c3f94d-ae54-4ba3-91fb-4efb46ed121e,2026-06-23 09:51:46-07:00,2026-06-23,2026-06-23 16:51:46 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 16:56:13 UTC,2026-06-23 17:07:10 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374651276,https://inaturalist-open-data.s3.amazonaws.com/photos/684811746/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1930644293,-122.3278799838,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Abies grandis,grand fir,Plantae,63690,WSUP 26-6,Fair,None,Low,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374654023,aac9edc2-c9b8-4139-b244-b7032a8007c2,2026-06-23 10:01:01-07:00,2026-06-23,2026-06-23 17:01:01 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 17:04:54 UTC,2026-06-23 17:12:18 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374654023,https://inaturalist-open-data.s3.amazonaws.com/photos/684817459/medium.jpg,,"","",0,0,true,3,"21st St NW, Puyallup, WA, US",47.1931195754,-122.3275568887,9,,,,9,,,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Pseudotsuga,Douglas-firs,Plantae,48257,WSUP 25-2,Fair,None,None,Foliage is healthy. Active growth,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374686791,f409163e-5417-4c24-914d-7fba085bec0a,2026-06-23 09:32:32,2026-06-23,2026-06-23 16:32:32 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 18:57:00 UTC,2026-06-23 18:57:28 UTC,casual,,https://www.inaturalist.org/observations/374686791,https://static.inaturalist.org/photos/684878533/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1930933333,-122.327885,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,Shore Pine,Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 22-2,Poor,None,High,Foliar Browning,Cracking,Oozing,None,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374686948,75a23768-a7a1-4b6d-bafb-e435db623944,2026-06-23 09:39:05,2026-06-23,2026-06-23 16:39:05 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 18:57:29 UTC,2026-06-23 18:58:01 UTC,casual,,https://www.inaturalist.org/observations/374686948,https://static.inaturalist.org/photos/684878799/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1932066667,-122.3278766667,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,Shore Pine,Pinus contorta contorta,Shore Pine,Plantae,80130,WSUP 22-3,Good,None,Low,Light Browning,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374687136,a33a5c3c-4b0d-47dd-b395-b900d565261a,2026-06-23 09:42:37,2026-06-23,2026-06-23 16:42:37 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 18:58:02 UTC,2026-06-23 18:58:34 UTC,casual,,https://www.inaturalist.org/observations/374687136,https://static.inaturalist.org/photos/684879200/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1931766667,-122.3279133333,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western hemlock,Tsuga heterophylla,western hemlock,Plantae,48254,WSUP 21-1,Good,None,Low,Very minimal thinning,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374687309,62bf670e-cbb4-4942-8953-8710f2ccb612,2026-06-23 09:46:48,2026-06-23,2026-06-23 16:46:48 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 18:58:35 UTC,2026-06-23 18:59:11 UTC,casual,,https://www.inaturalist.org/observations/374687309,https://static.inaturalist.org/photos/684879524/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.19309,-122.3276466667,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western hemlock,Tsuga heterophylla,western hemlock,Plantae,48254,WSUP 21-2,Good,None,Low,lower branch dieback,Cracking,Split Bark,None,Other,Cracking bark,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374687481,d87906af-ea90-4e5a-8985-2a1ae338d753,2026-06-23 09:54:13,2026-06-23,2026-06-23 16:54:13 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 18:59:12 UTC,2026-06-23 18:59:45 UTC,casual,,https://www.inaturalist.org/observations/374687481,https://static.inaturalist.org/photos/684879912/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.19318,-122.3277916667,3,,,,3,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western hemlock,Tsuga heterophylla,western hemlock,Plantae,48254,WSUP 21-3,Good,Not Sure,Low,light dieback,Cracking,Split Bark,No Selection,Bark Loss,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374687667,a33c83cd-b4b5-4def-943d-53ec82faebb0,2026-06-23 09:58:53,2026-06-23,2026-06-23 16:58:53 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 18:59:47 UTC,2026-06-23 19:00:22 UTC,casual,,https://www.inaturalist.org/observations/374687667,https://static.inaturalist.org/photos/684880256/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.19326,-122.3277183333,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,WSUP 20-1,Fair,None,Low,light browning,None,None,No Selection,No Selection,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374687852,8e430037-0851-4da5-a8b5-1669bd084d3f,2026-06-23 10:02:11,2026-06-23,2026-06-23 17:02:11 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:00:23 UTC,2026-06-23 19:01:01 UTC,casual,,https://www.inaturalist.org/observations/374687852,https://static.inaturalist.org/photos/684880604/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1931933333,-122.32767,9,,,,9,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,WSUP 20-2,Good,None,Low,browning,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374688028,9097f2d9-ddb5-4c0f-9d9f-af3b01abf8b3,2026-06-23 10:07:45,2026-06-23,2026-06-23 17:07:45 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:01:02 UTC,2026-06-23 19:01:36 UTC,casual,,https://www.inaturalist.org/observations/374688028,https://static.inaturalist.org/photos/684880903/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.193295,-122.3276683333,3,,,,3,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,WSUP 20-3,Good,None,None,"",Cracking,None,None,None,bottom trunk some bark peeling,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374688173,f3573139-cca6-42ee-a48a-25f113ac7fd0,2026-06-23 10:14:00,2026-06-23,2026-06-23 17:14:00 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:01:38 UTC,2026-06-23 19:02:14 UTC,casual,,https://www.inaturalist.org/observations/374688173,https://static.inaturalist.org/photos/684881250/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1932533333,-122.3275116667,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227,WSUP 19-2,Fair,Low,Medium,"",None,None,None,Epicormic shoots,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374688365,7864f62b-eb2f-41f0-8189-c9b864c0051f,2026-06-23 10:16:50,2026-06-23,2026-06-23 17:16:50 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:02:15 UTC,2026-06-23 19:02:47 UTC,casual,,https://www.inaturalist.org/observations/374688365,https://static.inaturalist.org/photos/684881602/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.19325,-122.327605,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227,WSUP 19-3,Poor,Low,High,large dieback,Broken,None,None,Epicormic shoots,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374688506,65479ace-26f6-4b60-8d93-5fa09b8d058e,2026-06-23 10:25:20,2026-06-23,2026-06-23 17:25:20 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:02:49 UTC,2026-06-23 19:22:26 UTC,casual,,https://www.inaturalist.org/observations/374688506,https://static.inaturalist.org/photos/684892505/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.1932833333,-122.3276466667,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227,WSUP 19-6,Poor,Low,High,"",Broken,None,None,Epicormic shoots,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374688553,ed682c6d-a388-4f9a-9522-2201f4942b04,2026-06-23 10:28:01,2026-06-23,2026-06-23 17:28:01 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:02:58 UTC,2026-06-23 19:03:37 UTC,casual,,https://www.inaturalist.org/observations/374688553,https://static.inaturalist.org/photos/684882091/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.193485,-122.32748,6,,,,6,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227,WSUP 19-5,Poor,Low,High,new sprouts,Broken,None,None,Epicormic shoots,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374688809,0060c892-200e-42c1-a05f-77c41a7a20af,2026-06-23 10:34:23,2026-06-23,2026-06-23 17:34:23 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:03:38 UTC,2026-06-23 19:04:16 UTC,casual,,https://www.inaturalist.org/observations/374688809,https://static.inaturalist.org/photos/684882541/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.19313,-122.32757,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227,WAUP 19-4,Poor,Low,High,new shoots,Broken,None,None,Epicormic shoots,"",None,"",No Selection,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374689001,325a1668-076c-459f-9a82-0a5dd4339c68,2026-06-23 10:37:50,2026-06-23,2026-06-23 17:37:50 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson Pham,2026-06-23 19:04:17 UTC,2026-06-23 19:22:55 UTC,casual,,https://www.inaturalist.org/observations/374689001,https://static.inaturalist.org/photos/684892729/medium.jpg,,"",,0,0,true,2,"Puyallup, WA 98371, USA",47.19318,-122.3275066667,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,WSUP 20-6,Good,None,Low,browning,Cracking,None,None,None,base cracking peeling bark,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715003,0e68cade-d225-450a-bc82-b8658a13ebc0,2026-06-23 10:59:58-07:00,2026-06-23,2026-06-23 17:59:58 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:42:33 UTC,2026-06-23 20:48:09 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715003,https://inaturalist-open-data.s3.amazonaws.com/photos/684934576/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930833333,-122.3276133333,24,,,,24,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 23-2,Poor,Medium,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715243,3f2fbc7e-6cbd-490a-9b28-c68a51658448,2026-06-23 11:06:13-07:00,2026-06-23,2026-06-23 18:06:13 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:43:07 UTC,2026-06-23 21:03:31 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715243,https://inaturalist-open-data.s3.amazonaws.com/photos/684934891/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1931155442,-122.3276204558,7,,,,7,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 23-3,Fair,Medium,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715315,4d16c199-eaa0-4550-9867-072f2e831bce,2026-06-23 11:18:35-07:00,2026-06-23,2026-06-23 18:18:35 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:43:22 UTC,2026-06-23 20:48:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715315,https://inaturalist-open-data.s3.amazonaws.com/photos/684935020/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930181552,-122.3276776501,3,,,,3,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 23-4,Poor,Medium,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715387,33db480c-5ffd-42e4-993b-9670b026cf7e,2026-06-23 11:20:19-07:00,2026-06-23,2026-06-23 18:20:19 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:43:46 UTC,2026-06-23 20:48:41 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715387,https://inaturalist-open-data.s3.amazonaws.com/photos/684935188/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930322254,-122.3276269681,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 23-5,Fair,Medium,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715484,da7c54d8-c78b-4fa1-bcbd-1952633c979b,2026-06-23 11:22:14-07:00,2026-06-23,2026-06-23 18:22:14 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:44:11 UTC,2026-06-23 20:48:51 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715484,https://inaturalist-open-data.s3.amazonaws.com/photos/684935404/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930369717,-122.3275890199,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Alnus rubra,Red Alder,Plantae,56034,WSUP 23-6,Fair,Medium,Medium,"",None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715590,60ba3cca-3d18-4c0a-9c80-eedf4701ea2f,2026-06-23 11:27:57-07:00,2026-06-23,2026-06-23 18:27:57 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:44:36 UTC,2026-06-23 20:48:59 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715590,https://inaturalist-open-data.s3.amazonaws.com/photos/684935624/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.192998406,-122.3275768846,3,,,,3,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Quercus garryana,Oregon oak,Plantae,68632,WSUP 27-3,Fair,None,Low,Slight discoloration,None,None,None,None,"",None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715710,643cb5d4-a8a8-4bc4-b049-c5cd1e895d22,2026-06-23 11:29:29-07:00,2026-06-23,2026-06-23 18:29:29 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:45:01 UTC,2026-06-23 20:49:13 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715710,https://inaturalist-open-data.s3.amazonaws.com/photos/684935827/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.1930042892,-122.3276261161,4,,,,4,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Quercus garryana,Oregon oak,Plantae,68632,WSUP 27-2,Poor,None,Medium,"",None,None,None,Epicormic shoots,Epicormic near bottom of tree,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374715877,41d57c1b-a992-4f9c-8d50-20e31c104245,2026-06-23 11:31:38-07:00,2026-06-23,2026-06-23 18:31:38 UTC,Pacific Time (US & Canada),9848086,andrew_shams,Andrew Shams,2026-06-23 20:45:29 UTC,2026-06-23 20:54:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/374715877,https://inaturalist-open-data.s3.amazonaws.com/photos/684936119/medium.jpg,,"","",0,0,true,3,"Washington State University - Puyallup Research and Extension Center, Puyallup, WA, US",47.193011808,-122.3276639206,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,"",Quercus garryana,Oregon oak,Plantae,68632,WSUP 27-1,Poor,None,Low,Foliage is not spread throughout tree evenly,None,None,None,Epicormic shoots,Epicormic shoots near bottom of tree,None,"",None,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
